"title,""jenis_bentuk_peraturan"",""pemrakarsa"",""nomor"",""tahun"",""tentang"",""tempat_penetapan"",""ditetapkan_tanggal"",""pejabat_yang_menetapkan"",""status"",""dokumen_peraturan"",""jumlah_dilihat"",""jumlah_didownload"",""tahun_pengundangan"",""nomor_pengundangan"",""nomor_tambahan"",""tanggal_pengundangan"",""pejabat_pengundangan"""																									
"Peraturan Arsip Nasional Nomor 7 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""7"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN KEAMANAN DAN KETERTIBAN"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8667"",""3"",""2015"",""169"",""7"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 8 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""8"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PERBATASAN"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""1934"",""1"",""2015"",""170"",""8"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 9 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""9"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR POLITIK, HUKUM, DAN KEAMANAN URUSAN PENANGGULANGAN NARKOTIKA"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3599"",""1"",""2015"",""171"",""9"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 10 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""10"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN PARIWISATA DAN EKONOMI KREATIF"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""1791"",""1"",""2015"",""172"",""10"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 11 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""11"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KEHUTANAN"",""Jakarta"",""26 Januari 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Lembaga Administrasi Negara Nomor 12 Tahun 2020 Tentang Rencana Strategis Lembaga "																									
"Peraturan Arsip Nasional Nomor 4 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""4"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN AGAMA"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""9622"",""1"",""2015"",""166"",""4"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 19 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""19"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN KEARSIPAN"",""Jakarta"",""02 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2448"",""1"",""2015"",""551"",""19"",""16 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 20 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""20"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN KEPENDUDUKAN DAN KELUARGA BERENCANA"",""Jakarta"",""02 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""3838"",""1"",""2015"",""552"",""20"",""16 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 36 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""36"",""2015"",""IMBALAN PENYERAHAN ARSIP STATIS"",""Jakarta"",""15 Juli 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""7082"",""1"",""2015"",""1158"",""36"",""06 Agustus 2015"","""""																									
"Peraturan Badan Tenaga Nuklir Nasional Nomor 6 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""BADAN TENAGA NUKLIR NASIONAL"",""6"",""2015"",""PEDOMAN KEARSIPAN DAN KODE KLASIFIKASI"",""Jakarta"",""06 Mei 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2701"","""",""2015"",""698"",""6"",""07 Mei 2015"","""""																									
"Peraturan Arsip Nasional Nomor 12 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""12"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR KESEJAHTERAAN RAKYAT URUSAN SOSIAL"",""Jakarta"",""03 Februari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""793"",""1"",""2015"",""364"",""12"",""10 Maret 2015"","""""																									
"Peraturan Arsip Nasional Nomor 26 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""26"",""2015"",""INDIKATOR KINERJA UTAMA TAHUN 2015-2019 DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""01 Desember 2014"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 22 Tahun 2016 Tentang Petunjuk Pelaksanaan Pemilihan Arsiparis Teladan dan Unit Pengolah Terbaik di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""6988"",""1"",""2015"",""115"",""26"",""26 Januari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 29 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""29"",""2015"",""PETUNJUK PELAKSANAAN PEMBATASAN PERTEMUAN/RAPAT DI LUAR KANTOR DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""05 Juni 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6206"",""1"",""2015"",""878"",""29"",""10 Juni 2015"","""""																									
"Peraturan Arsip Nasional Nomor 17 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""17"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN KESEHATAN"",""Jakarta"",""02 Maret 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""6819"",""1"",""2015"",""875"",""17"",""10 Juni 2015"","""""																									
"Peraturan Arsip Nasional Nomor 15 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""15"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN STATISTIK"",""Jakarta"",""26 Februari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4962"",""1"",""2015"",""873"",""15"",""10 Juni 2015"","""""																									
"Peraturan Badan Informasi Geospasial Nomor 3 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""BADAN INFORMASI GEOSPASIAL"",""3"",""2015"",""SISTEM KLASIFIKASI KEAMANAN DAN HAK AKSES ARSIP DINAMIS DI LINGKUNGAN BADAN INFORMASI GEOSPASIAL"",""Jakarta"",""02 Januari 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""8632"",""3"",""2015"",""327"",""3"",""27 Februari 2015"","""""																									
"Peraturan Perpustakaan Nasional Nomor 4 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""PERPUSTAKAAN NASIONAL"",""4"",""2015"",""JADWAL RETENSI ARSIP FASILITATIF PERPUSTAKAAN NASIONAL"",""Jakarta"",""01 April 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn582-2015.pdf"",""2502"",""169"",""2015"",""582"",""4"",""21 April 2015"","""""																									
"Peraturan Arsip Nasional Nomor 30 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""30"",""2015"",""TATA CARA PENYESUAIAN (INPASSING) JABATAN FUNGSIONAL ARSIPARIS"",""Jakarta"",""16 Juni 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""2168"",""1"",""2015"",""981"",""30"",""01 Juli 2015"","""""																									
"Peraturan Arsip Nasional Nomor 31 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""31"",""2015"",""PEDOMAN PEMBENTUKAN DEPOT ARSIP"",""Jakarta"",""19 Juni 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""4430"",""1"",""2015"",""982"",""31"",""01 Juli 2015"","""""																									
"Peraturan Arsip Nasional Nomor 33 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""33"",""2015"",""KLASIFIKASI ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""03 Juli 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 9 Tahun 2022 Tentang Klasifikasi Arsip di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""8471"",""1"",""2015"",""1155"",""33"",""06 Agustus 2015"","""""																									
"Peraturan Arsip Nasional Nomor 32 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""32"",""2015"",""PEDOMAN SELEKSI TERBUKA JABATAN PIMPINAN TINGGI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""19 Juni 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 10 Tahun 2018 Tentang Pedoman Pengisian Jabatan Pimpinan Tinggi Melalui Seleksi Terbuka di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""6304"",""1"",""2015"",""1154"",""32"",""06 Agustus 2015"","""""																									
"Peraturan Arsip Nasional Nomor 1 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""1"",""2015"",""PEDOMAN RETENSI ARSIP SEKTOR PEREKONOMIAN URUSAN KETENAGAKERJAAN DAN KETRANSMIGRASIAN"",""Jakarta"",""26 Januari 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn116-2015.pdf"",""2870"",""144"",""2015"",""116"",""1"",""03 Februari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 16 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""16"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN PEMERINTAHAN DAERAH"",""Jakarta"",""26 Februari 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn874-2015.pdf"",""7728"",""239"",""2015"",""874"",""16"",""10 Juni 2015"","""""																									
"Peraturan Arsip Nasional Nomor 28 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""28"",""2015"",""PEDOMAN AKREDITASI KEARSIPAN"",""Jakarta"",""28 Mei 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn877-2015.pdf"",""10392"",""243"",""2015"",""877"",""28"",""10 Juni 2015"","""""																									
"Peraturan Arsip Nasional Nomor 24 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""24"",""2015"",""STANDARISASI HARGA SATUAN PERENCANAAN BARANG YANG BERLAKU DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""01 April 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1153-2015.pdf"",""5586"",""165"",""2015"",""1153"",""24"",""06 Agustus 2015"","""""																									
"Peraturan Arsip Nasional Nomor 34 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""34"",""2015"",""PEDOMAN PENGURUSAN SURAT DI LINGKUNGAN ARSIP NASIONAL"",""Jakarta"",""03 Juli 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1156-2015.pdf"",""3787"",""247"",""2015"",""1156"",""34"",""06 Agustus 2015"","""""																									
"Peraturan Arsip Nasional Nomor 35 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""35"",""2015"",""NASKAH DINAS DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""15 Juli 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 7 Tahun 2018 Tentang Tata Naskah Dinas di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.id/files/bn1157-2015.pdf"",""1503"",""220"",""2015"",""1157"",""35"",""06 Agustus 2015"","""""																									
"Peraturan Arsip Nasional Nomor 26 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""26"",""2015"",""INDIKATOR KINERJA UTAMA TAHUN 2015-2019 DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""01 Desember 2014"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 22 Tahun 2016 Tentang Petunjuk Pelaksanaan Pemilihan Arsiparis Teladan dan Unit Pengolah Terbaik di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.idundefined"",""6989"",""1"",""2015"",""115"",""26"",""26 Januari 2015"","""""																									
"Peraturan Arsip Nasional Nomor 27 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""27"",""2015"",""PETUNJUK PELAKSANAAN PENILAIAN LOMBA TERTIB ARSIP DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""04 April 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 22 Tahun 2016 Tentang Petunjuk Pelaksanaan Pemilihan Arsiparis Teladan dan Unit Pengolah Terbaik di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.id/files/bn1385-2015.pdf"",""2565"",""124"",""2015"",""1385"",""27"",""16 September 2015"","""""																									
"Peraturan Arsip Nasional Nomor 39 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""39"",""2015"",""PETUNJUK PELAKSANAAN ANGGARAN PENDAPATAN DAN BELANJA NEGARA PADA ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""07 Agustus 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1386-2015.pdf"",""5106"",""122"",""2015"",""1386"",""39"",""16 September 2015"","""""																									
"Peraturan Arsip Nasional Nomor 40 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""40"",""2015"",""RENCANA STRATEGIS ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 20152019"",""Jakarta"",""07 Agustus 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1387-2015.pdf"",""7945"",""183"",""2015"",""1387"",""40"",""16 September 2015"","""""																									
"Peraturan Arsip Nasional Nomor 41 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""41"",""2015"",""PENGELOLAAN ARSIP TERJAGA"",""Jakarta"",""21 Agustus 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1388-2015.pdf"",""4429"",""871"",""2015"",""1388"",""41"",""16 September 2015"","""""																									
"Peraturan Badan Pengawas Pemilihan Umum Nomor 16 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWAS PEMILIHAN UMUM"",""16"",""2015"",""POLA KLASIFIKASI ARSIP DI LINGKUNGAN SEKRETARIAT JENDERAL BADAN PENGAWAS PEMILIHAN UMUM"",""Jakarta"",""23 September 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1427-2015.pdf"",""7358"",""205"",""2015"",""1427"",""16"",""25 September 2015"","""""																									
"Peraturan Badan Nasional Penanggulangan Bencana Nomor 02 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""BADAN NASIONAL PENANGGULANGAN BENCANA"",""02"",""2015"",""KLASIFIKASI ARSIP DI LINGKUNGAN BADAN NASIONAL PENANGGULANGAN BENCANA"",""Jakarta"",""01 September 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1460-2015.pdf"",""2183"",""167"",""2015"",""1460"",""02"",""30 September 2015"","""""																									
"Peraturan Arsip Nasional Nomor 25 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""25"",""2015"",""PEDOMAN PENGHARGAAN KEARSIPAN"",""Jakarta"",""01 April 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1546-2015.pdf"",""7985"",""304"",""2015"",""1546"",""25"",""21 Oktober 2015"","""""																									
"Peraturan Arsip Nasional Nomor 38 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""38"",""2015"",""PEDOMAN PENGAWASAN KEARSIPAN"",""Jakarta"",""06 Agustus 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 6 Tahun 2019 Tentang Pengawasan Kearsipan"",""https://peraturan.go.id/files/bn1547-2015.pdf"",""5847"",""157"",""2015"",""1547"",""38"",""21 Oktober 2015"","""""																									
"Peraturan Arsip Nasional Nomor 42 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""42"",""2015"",""PEDOMAN RETENSI ARSIP URUSAN BADAN USAHA BIDANG PERSEMENAN DAN PERKERETAAPIAN"",""Jakarta"",""23 September 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1826-2015.pdf"",""8278"",""169"",""2015"",""1826"",""42"",""04 Desember 2015"","""""																									
"Peraturan Lembaga Administrasi Negara Nomor 42 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""LEMBAGA ADMINISTRASI NEGARA"",""42"",""2015"",""KLASIFIKASI ARSIP DI LINGKUNGAN LEMBAGA ADMINISTRASI NEGARA"",""Jakarta"",""21 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn1959-2015.pdf"",""3782"",""276"",""2015"",""1959"",""42"",""28 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 46 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""46"",""2015"",""PENYELAMATAN ARSIP PENGGABUNGAN ATAU PEMBUBARAN LEMBAGA NEGARA DAN PERANGKAT DAEARAH"",""Jakarta"",""11 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2092-2015.pdf"",""1178"",""297"",""2015"",""2092"",""46"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 47 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""47"",""2015"",""JADWAL RETENSI ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""11 Desember 2015"","""",""Tidak Berlaku Dicabut Oleh :Peraturan Arsip Nasional Nomor 8 Tahun 2022 Tentang Jadwal Retensi Arsip di Lingkungan Arsip Nasional Republik Indonesia"",""https://peraturan.go.id/files/bn2093-2015.pdf"",""9763"",""190"",""2015"",""2093"",""47"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 48 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""48"",""2015"",""PERUBAHAN ATAS PERATURAN KEPALA ARSIP NASIONAL REPUBLIK INDONESIA NOMOR 14 TAHUN 2015 TENTANG TATA CARA PENYUSUNAN PEDOMAN RETENSI ARSIP"",""Jakarta"",""11 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2094-2015.pdf"",""5126"",""249"",""2015"",""2094"",""48"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 49 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""49"",""2015"",""PEDOMAN PROGRAM ARSIP VITAL DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""31 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2095-2015.pdf"",""5903"",""388"",""2015"",""2095"",""49"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 50 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""50"",""2015"",""PETUNJUK TEKNIS PEMBERKASAN ARSIP AKTIF DI CENTRAL FILE DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""21 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2096-2015.pdf"",""10593"",""255"",""2015"",""2096"",""50"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 51 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""51"",""2015"",""TUGAS BELAJAR DAN IZIN BELAJAR DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""11 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2097-2015.pdf"",""5827"",""117"",""2015"",""2097"",""51"",""31 Desember 2015"","""""																									
"Peraturan Arsip Nasional Nomor 52 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""ARSIP NASIONAL"",""52"",""2015"",""INDIKATOR KINERJA UTAMA TINGKAT LEMBAGA UNIT KERJA ESELON I DAN UNIT KERJA ESELON II MANDIRI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA TAHUN 20152019"",""Jakarta"",""21 Desember 2015"","""",""Berlaku"",""https://peraturan.go.id/files/bn2098-2015.pdf"",""8138"",""114"",""2015"",""2098"",""52"",""31 Desember 2015"","""""																									
"Peraturan Badan Pengawasan Keuangan dan Pembangunan Nomor 18 Tahun 2015,""PERATURAN BADAN/LEMBAGA"",""BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN"",""18"",""2015"",""PEDOMAN PENYUSUTAN ARSIP BADAN PENGAWASAN KEUANGAN DAN PEMBANGUNAN"",""Jakarta"",""31 Desember 2015"","""",""Berlaku"",""https://peraturan.go.idundefined"",""7757"",""7"",""2016"",""50"",""18"",""14 Januari 2016"","""""																									
"Peraturan Daerah Kota Tasikmalaya Nomor 5 Tahun 2015,""PERATURAN DAERAH"",""KOTA TASIKMALAYA"",""5"",""2015"",""PENYELENGGARAAN KEARSIPAN"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""2701"",""6"","""","""",""5"","""","""""																									
"Peraturan Daerah Kota Pangkal Pinang Nomor 3 Tahun 2015,""PERATURAN DAERAH"",""KOTA PANGKAL PINANG"",""3"",""2015"",""PENYELENGGARAAN KEARSIPAN   DI LINGKUNGAN KOTA PANGKALPINANG"","""","""","""",""Berlaku"",""https://peraturan.go.idundefined"",""466"",""5"","""",""3"",""3"",""01 Januari 1970"","""""																									
"Peraturan Daerah Kabupaten Indramayu Nomor 4 Tahun 2015,""PERATURAN DAERAH"",""KABUPATEN INDRAMAYU"",""4"",""2015"",""PENYELENGGARAAN KEARSIPAN"","""",""28 Juli 2015"","""",""Berlaku"",""https://peraturan.go.id/files/4441-Perda+No+4+Tahun+2015.pdf"",""9733"",""117"","""",""4"",""4"",""28 Juli 2015"","""""																									
"Peraturan Presiden Nomor 121 Tahun 2015,""PERATURAN PRESIDEN"",""PEMERINTAH PUSAT"",""121"",""2015"",""TUNJANGAN KINERJA PEGAWAI DI LINGKUNGAN ARSIP NASIONAL REPUBLIK INDONESIA"",""Jakarta"",""24 Oktober 2015"","""",""Berlaku"",""https://peraturan.go.id/files/Perpres+Nomor+121+Tahun+2015.pdf"",""7019"",""6"",""2015"",""241"",""121"",""27 Oktober 2015"","""""																									
"Peraturan Menteri Komunikasi dan Informatika Nomor 12 Tahun 2014,""PERATURAN MENTERI"",""KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""12"",""2014"",""TATA KEARSIPAN DINAMIS KEMENTERIAN KOMUNIKASI DAN INFORMATIKA"",""Jakarta"",""19 Februari 2014"","""",""Berlaku"",""https://peraturan.go.id/files/bn235-2014.pdf"",""4555"",""161"",""2014"",""235"",""12"",""19 Februari 2014"","""""																									
"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 13 Tahun 2014,""PERATURAN MENTERI"",""KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""13"",""2014"",""JADWAL RETENSI ARSIP FASILITATIF NON KEUANGAN DAN NON KEPEGAWAIAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""Jakarta"",""02 Juni 2014"","""","""",""https://peraturan.go.id/files/bn706-2014.pdf"",""9862"",""125"",""2014"",""706"",""13"",""03 Juni 2014"","""""																									
"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 14 Tahun 2014,""PERATURAN MENTERI"",""KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""14"",""2014"",""JADWAL RETENSI ARSIP SUBSTANTIF MINERAL DAN BATUBARA KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""Jakarta"",""02 Juni 2014"","""","""",""https://peraturan.go.id/files/bn707-2014.pdf"",""2949"",""151"",""2014"",""707"",""14"",""03 Juni 2014"","""""																									
"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 15 Tahun 2014,""PERATURAN MENTERI"",""KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""15"",""2014"",""JADWAL RETENSI ARSIP SUBSTANTIF KETENAGALISTRIKAN KEMENTERIAN ENERGI DAN SUMBER DAYA MINERAL"",""Jakarta"",""02 Juni 2014"","""","""",""https://peraturan.go.id/files/bn708-2014.pdf"",""4873"",""131"",""2014"",""708"",""15"",""03 Juni 2014"","""""																									
